title,authors,publication_date,file_path,topics,specialties,clinical_significance,patient_population,pmid,doi,reading_time_minutes,pubmed_enriched
Psychological Interventions for Depression and Anxiety in Patients With Coronary Heart Disease or Heart Failure.,"['Sonoda, Kento', 'Khoo, Catherine Peony']",2024-12-01,2024/12/psychological-interventions-for-depression-and-anxiety-in-pa.md,"['Psychiatry', 'Anxiety Disorders', 'Depression', 'Mental Health', 'Family Medicine']",['Family Medicine'],High,Adults,39700359,,6,True
SGLT-2 Inhibitors for Individuals With Diabetes and Chronic Kidney Disease.,"['North, Michael D', 'DeCastro, Alexei O']",2024-12-01,2024/12/sglt-2-inhibitors-for-individuals-with-diabetes-and-chronic.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,39700355,,6,True
"SGLT-2 Inhibitors, GLP-1 Agonists Provide Greater Benefit for Patients With Type 2 Diabetes.","['Shaughnessy, Allen F']",2024-12-01,2024/12/sglt-2-inhibitors-glp-1-agonists-provide-greater-benefit-for.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,39700374,,6,True
Should Your Patients Avoid Sunscreen?,"['Weiss, Barry D']",2024-12-01,2024/12/should-your-patients-avoid-sunscreen.md,['Family Medicine'],['Family Medicine'],High,Adults,39700354,,6,True
The Overdiagnosis of Myocardial Infarction.,"['Lazris, Andy', 'Roth, Alan', 'Haskell, Helen', 'James, John']",2024-12-01,2024/12/the-overdiagnosis-of-myocardial-infarction.md,['Family Medicine'],['Family Medicine'],High,Adults,39700367,,6,True
Weight Loss in Patients With Overweight or Obesity and Knee Osteoarthritis.,"['Troy, Thomas', 'Ngo, Hanh', 'Pham, Lauren']",2024-12-01,2024/12/weight-loss-in-patients-with-overweight-or-obesity-and-knee.md,['Family Medicine'],['Family Medicine'],High,Adults,39700371,,6,True
ACE Inhibitor or ARB Therapy Can Prevent Diabetic Kidney Disease Progression.,"['Sarkar, Arindam', 'Jarrett, Briana', 'Rode, Rashmi']",2025-01-01,2025/01/ace-inhibitor-or-arb-therapy-can-prevent-diabetic-kidney-dis.md,['Family Medicine'],['Family Medicine'],High,Adults,39823612,,5,True
Acute Rhinosinusitis: Rapid Evidence Review.,"['Butler, Faith M', 'Hernandez, Deborah Rivera']",2025-01-01,2025/01/acute-rhinosinusitis-rapid-evidence-review.md,"['Respiratory Disorders', 'Pharmacology', 'Infectious Disease', 'Antimicrobial Therapy', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Pediatric,39823615,,5,True
Antibiotic Treatment Is Effective for Acute Sinusitis in Children.,"['Shaughnessy, Allen F']",2025-01-01,2025/01/antibiotic-treatment-is-effective-for-acute-sinusitis-in-chi.md,['Family Medicine'],['Family Medicine'],High,Pediatric,39823626,,5,True
Antibiotic Treatment for Uncomplicated Acute Appendicitis in Children.,"['Mott, Timothy', 'Gray, Carrie']",2025-01-01,2025/01/antibiotic-treatment-for-uncomplicated-acute-appendicitis-in.md,['Family Medicine'],['Family Medicine'],High,Pediatric,39823619,,5,True
Case Report: Delayed Anaphylaxis Following Meat Consumption and Tick Exposure.,"['Liveris, Marissa']",2025-01-01,2025/01/case-report-delayed-anaphylaxis-following-meat-consumption-a.md,['Family Medicine'],['Family Medicine'],High,Adults,39823602,,5,True
Celebrating the 75th Year of American Family Physician.,"['Sexton, Sumi M', 'Neff, Matthew']",2025-01-01,2025/01/celebrating-the-75th-year-of-american-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,39823601,,5,True
Concurrent Cocaine Use in Individuals With Alcohol Use Disorder.,"['Poorman, Elisabeth', 'McQuade, Brianna M', 'Messmer, Sarah']",2025-01-01,2025/01/concurrent-cocaine-use-in-individuals-with-alcohol-use-disor.md,['Family Medicine'],['Family Medicine'],High,Adults,39823603,,5,True
Dysuria: Evaluation and Differential Diagnosis in Adults.,"['Hoffman, Ariel', 'Dolezal, Katelyn A', 'Powell, Rob']",2025-01-01,2025/01/dysuria-evaluation-and-differential-diagnosis-in-adults.md,['Family Medicine'],['Family Medicine'],High,Adults,39823614,,5,True
"Early Childhood Concerns: Counseling on Sleep Issues, Thumb-Sucking, Picky Eating, School Readiness, and Oral Health.","['Bryce, Carl', 'Liddell, Theron', 'Gideon, Geoffrey']",2025-01-01,2025/01/early-childhood-concerns-counseling-on-sleep-issues-thumb-su.md,['Family Medicine'],['Family Medicine'],High,Adults,39823613,,6,True
Evaluation of Jaundice in Adults.,"['Nelson, Michelle', 'Mulani, Shaunak R', 'Saguil, Aaron']",2025-01-01,2025/01/evaluation-of-jaundice-in-adults.md,['Family Medicine'],['Family Medicine'],High,Adults,39823630,,5,True
Gastroesophageal Reflux in Infants and Children: Diagnosis and Treatment.,"['Antono, Brian', 'Dotson, Andrea']",2025-01-01,2025/01/gastroesophageal-reflux-in-infants-and-children-diagnosis-an.md,['Family Medicine'],['Family Medicine'],High,Pediatric,39823617,,5,True
"Gender-Affirming Surgery, Trichotillomania, Lipid Disorders, Bacterial Prostatitis, Mastitis, Adhesive Capsulitis.",[],2025-01-01,2025/01/gender-affirming-surgery-trichotillomania-lipid-disorders-ba.md,['Family Medicine'],['Family Medicine'],High,Adults,39823608,,5,True
Gepirone (Exxua) for the Treatment of Major Depressive Disorder.,"['Foster, Stephen R', 'Liddell, Kodi M']",2025-01-01,2025/01/gepirone-exxua-for-the-treatment-of-major-depressive-disorde.md,['Family Medicine'],['Family Medicine'],High,Adults,39823627,,5,True
Hip Osteoarthritis: Guidelines From the American Academy of Orthopaedic Surgeons.,"['Arnold, Michael J']",2025-01-01,2025/01/hip-osteoarthritis-guidelines-from-the-american-academy-of-o.md,['Family Medicine'],['Family Medicine'],High,Adults,39823628,,5,True
"In Adults With Degenerative Joint Disease of the Hip, Steroid injections Improve Pain After 3 Months but Not After 6 Months.","['Barry, Henry C']",2025-01-01,2025/01/in-adults-with-degenerative-joint-disease-of-the-hip-steroid.md,['Family Medicine'],['Family Medicine'],High,Adults,39823625,,5,True
Irregular Pigmented Lesion.,"['Humphrey, Courtney', 'Laessig, Minuette']",2025-01-01,2025/01/irregular-pigmented-lesion.md,['Family Medicine'],['Family Medicine'],High,Adults,39823620,,5,True
PSA Screening: Shared Decision-Making Is a Flawed Approach.,"['Lin, Kenneth W']",2025-01-01,2025/01/psa-screening-shared-decision-making-is-a-flawed-approach.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,39823606,,5,True
Physician-Patient Relationships: Obligations and Avoiding Sexual Misconduct Pitfalls.,"['Herrick, Kevin R', 'Shalkevich, Vladimir']",2025-01-01,2025/01/physician-patient-relationships-obligations-and-avoiding-sex.md,['Family Medicine'],['Family Medicine'],High,Adults,39823610,,5,True
Practice Alert: Pneumococcal Conjugate Vaccines Approved for Adults.,"['Campos-Outcalt, Doug']",2025-01-01,2025/01/practice-alert-pneumococcal-conjugate-vaccines-approved-for.md,['Family Medicine'],['Family Medicine'],High,Adults,39823607,,5,True
Probiotics Reduce the Likelihood of Recurrence of UTI in Women With Frequent UTIs.,"['Ebell, Mark H']",2025-01-01,2025/01/probiotics-reduce-the-likelihood-of-recurrence-of-uti-in-wom.md,['Family Medicine'],['Family Medicine'],High,Adults,39823624,,5,True
Psychosocial Interventions to Reduce Alcohol Use During Pregnancy.,"['Bruehlman, Alyssa', 'Salisbury-Afshar, Elizabeth']",2025-01-01,2025/01/psychosocial-interventions-to-reduce-alcohol-use-during-preg.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,39823611,,5,True
Rapid Sequence Intubation of Critically Ill Patients: Guidelines From the Society of Critical Care Medicine.,"['Bagley, Patrick', 'Smith, David']",2025-01-01,2025/01/rapid-sequence-intubation-of-critically-ill-patients-guideli.md,['Family Medicine'],['Family Medicine'],High,Adults,39823629,,5,True
Rash After Immunizations.,"['Puthenveetil, Angela', 'Suhale, Sameer']",2025-01-01,2025/01/rash-after-immunizations.md,"['Vaccination', 'Immunization', 'Family Medicine', 'Prevention']",['Family Medicine'],High,Adults,39823621,,5,True
"SGLT-2 Inhibitors Reduce Cardiovascular Mortality, but Benefit Is Modest, Even in Patients With Established Heart Disease.","['Ebell, Mark H']",2025-01-01,2025/01/sglt-2-inhibitors-reduce-cardiovascular-mortality-but-benefi.md,['Family Medicine'],['Family Medicine'],High,Adults,39823623,,5,True
Screening for Hypertensive Disorders of Pregnancy.,"['Mabry-Hernandez, Iris R', 'Lees, Elizabeth']",2025-01-01,2025/01/screening-for-hypertensive-disorders-of-pregnancy.md,"['Screening', 'Obstetrics', 'Early Detection', 'Pregnancy', 'Maternal Health', 'Prevention', 'Family Medicine']",['Family Medicine'],High,Maternal,39823622,,5,True
Sudden Vision Loss: A Diagnostic Approach.,"['Fraser, J Alexander', 'Son, Maksim', 'Vinokurtseva, Anastasiya']",2025-01-01,2025/01/sudden-vision-loss-a-diagnostic-approach.md,['Family Medicine'],['Family Medicine'],High,Adults,39823616,,5,True
Supplements to Slow Progression of Age-Related Macular Degeneration.,"['Alla, Danish Abdul', 'Gerges, Louis', 'Philip, Judith', 'Wirth, Carrie']",2025-01-01,2025/01/supplements-to-slow-progression-of-age-related-macular-degen.md,['Family Medicine'],['Family Medicine'],High,Adults,39823618,,5,True
Timely and Effective Outpatient Benzodiazepine Withdrawal Protocol.,"['Robertson, Sandy', 'Peacock, Emily E', 'Scott, Robert']",2025-01-01,2025/01/timely-and-effective-outpatient-benzodiazepine-withdrawal-pr.md,['Family Medicine'],['Family Medicine'],High,Adults,39823604,,5,True
Triple Therapy (LABA-LAMA-Inhaled Corticosteroid) for COPD.,"['Salter, Nicholas', 'DeCastro, Alexei O']",2025-01-01,2025/01/triple-therapy-laba-lama-inhaled-corticosteroid-for-copd.md,['Family Medicine'],['Family Medicine'],High,Adults,39823609,,5,True
Use of AI in Family Medicine Publications: A Joint Editorial From Journal Editors.,"['Schrager, Sarina', 'Seehusen, Dean A', 'Sexton, Sumi M', 'Richardson, Caroline', 'Neher, Jon', 'Pimlott, Nicholas', 'Bowman, Marjorie', 'Rodríguez, José', 'Morley, Christopher P', 'Li, Li', 'Dom Dera, James']",2025-01-01,2025/01/use-of-ai-in-family-medicine-publications-a-joint-editorial.md,['Family Medicine'],['Family Medicine'],High,Adults,39823605,,6,True
Acid-Base Interpretation: A Practical Approach.,"['Morikawa, Masahiro J', 'Ganesh, Prakash R']",2025-02-01,2025/02/acid-base-interpretation-a-practical-approach.md,"['Respiratory Disorders', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Adults,39964926,,4,True
Advancing Risk Prediction for Cardiovascular Disease: the AHA PREVENT Equations.,"['Khan, Sadiya S', 'Shah, Nilay S']",2025-02-01,2025/02/advancing-risk-prediction-for-cardiovascular-disease-the-aha.md,['Family Medicine'],['Family Medicine'],High,Adults,39964919,,4,True
Alpha-Lipoic Acid for Diabetic Peripheral Neuropathy.,"['Abuali, Sarah M', 'Frasca, D Jason']",2025-02-01,2025/02/alpha-lipoic-acid-for-diabetic-peripheral-neuropathy.md,['Family Medicine'],['Family Medicine'],High,Adults,39964921,,4,True
"Among Psychedelics, Only Psilocybin Has Demonstrated Benefit to Treat Depression.","['Shaughnessy, Allen F']",2025-02-01,2025/02/among-psychedelics-only-psilocybin-has-demonstrated-benefit.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,39964936,,4,True
Band of Papules in a Child.,"['Gallagher, Michelle', 'Sesi, Jenna M']",2025-02-01,2025/02/band-of-papules-in-a-child.md,['Family Medicine'],['Family Medicine'],High,Adults,39964933,,4,True
Ceramide Testing for Major Adverse Cardiovascular Events.,"['Sturts, Ashley Koontz', 'Borrero, Nathan', 'Anthraper, Kilash']",2025-02-01,2025/02/ceramide-testing-for-major-adverse-cardiovascular-events.md,['Family Medicine'],['Family Medicine'],High,Adults,39964929,,4,True
Diary of a Family Physician.,"['Hayashi, Seiji', 'Bailey, Justin']",2025-02-01,2025/02/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,39964931,,4,True
Doxy PEP and Anal Cancer Screening for Men Who Have Sex With Men.,"['Quip, Rayyan', 'St Louis, Joshua']",2025-02-01,2025/02/doxy-pep-and-anal-cancer-screening-for-men-who-have-sex-with.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,39964916,,4,True
Evidence Considerations for Recent USPSTF Recommendations.,"['Ebell, Mark H', 'Lin, Kenneth W']",2025-02-01,2025/02/evidence-considerations-for-recent-uspstf-recommendations.md,['Family Medicine'],['Family Medicine'],High,Adults,39964918,,4,True
Gastric Cancer: Rapid Evidence Review.,"['Mott, Timothy', 'Gray, Carrie']",2025-02-01,2025/02/gastric-cancer-rapid-evidence-review.md,"['Family Medicine', 'Screening', 'Oncology', 'Gastroenterology', 'Early Detection', 'Prevention', 'Malignancy', 'Digestive Disorders', 'Cancer Screening']",['Family Medicine'],High,Adults,39964925,,4,True
Genital Warts: Rapid Evidence Review.,"['Temple, Richard W', 'Larker, Jackeline C L', 'Brus, Janelle M']",2025-02-01,2025/02/genital-warts-rapid-evidence-review.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,39964927,,4,True
Interventions for Fatigue in Patients With Kidney Failure Who Are Receiving Dialysis.,"['Sunder, Meera']",2025-02-01,2025/02/interventions-for-fatigue-in-patients-with-kidney-failure-wh.md,['Family Medicine'],['Family Medicine'],High,Adults,39964922,,4,True
"Limited, Low-Quality Data Suggest Antibiotics Given to Adults With Asymptomatic Pyuria or Bacteriuria Do Not Improve Delirium Outcomes.","['Barry, Henry C']",2025-02-01,2025/02/limited-low-quality-data-suggest-antibiotics-given-to-adults.md,"['Family Medicine', 'Infectious Disease', 'Antimicrobial Therapy', 'Pharmacology']",['Family Medicine'],High,Adults,39964937,,4,True
Lower Extremity Abnormalities in Children.,"['Baird, Drew C', 'Dickison, Caleb G', 'Spires, Hayley I']",2025-02-01,2025/02/lower-extremity-abnormalities-in-children.md,"['Child Health', 'Family Medicine', 'Adolescent Medicine', 'Pediatrics']","['Family Medicine', 'Pediatrics']",High,Pediatric,39964924,,4,True
Management of Atrial Fibrillation: Guidelines From the American College of Cardiology and American Heart Association.,"['Arnold, Michael J']",2025-02-01,2025/02/management-of-atrial-fibrillation-guidelines-from-the-americ.md,"['Family Medicine', 'Heart Disease', 'Cardiovascular', 'Cardiology']","['Family Medicine', 'Cardiology']",High,Adults,39964938,,4,True
"Oral Minoxidil, 5 mg Once Daily, Is Similarly Effective as Topical Minoxidil.","['Ebell, Mark H']",2025-02-01,2025/02/oral-minoxidil-5-mg-once-daily-is-similarly-effective-as-top.md,['Family Medicine'],['Family Medicine'],High,Adults,39964934,,4,True
Plantar Fasciitis: Guidelines From the American Physical Therapy Association.,"['Arnold, Michael J', 'Beaumont, Christopher', 'Savage, Lindsay']",2025-02-01,2025/02/plantar-fasciitis-guidelines-from-the-american-physical-ther.md,['Family Medicine'],['Family Medicine'],High,Adults,39964939,,4,True
Questionnaires Enrich Care Conversations.,"['Hyman, Mark H', 'Martin, Douglas W']",2025-02-01,2025/02/questionnaires-enrich-care-conversations.md,['Family Medicine'],['Family Medicine'],High,Adults,39964917,,4,True
Recurrent Thumb Growth.,"['Collins, Lindsey', 'Kunadia, Anuj']",2025-02-01,2025/02/recurrent-thumb-growth.md,['Family Medicine'],['Family Medicine'],High,Adults,39964932,,4,True
"SGLT-2 for Diabetes, Biliary Pain, Depression in Adolescents, Intermittent Catheterization, Labor Induction, Umbilical Hernias, Multivitamins.",[],2025-02-01,2025/02/sglt-2-for-diabetes-biliary-pain-depression-in-adolescents-i.md,"['Psychiatry', 'Metabolic Disorders', 'Depression', 'Mental Health', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine']",['Family Medicine'],High,Pediatric,39964920,,4,True
Sudden Infant Death Syndrome: Common Questions and Answers.,"['Darrow, Hillary J', 'Carman, Kayla A', 'Wheeler, Vernon']",2025-02-01,2025/02/sudden-infant-death-syndrome-common-questions-and-answers.md,['Family Medicine'],['Family Medicine'],High,Pediatric,39964928,,4,True
Testosterone Replacement Therapy for Male Hypogonadism.,"['Edwards, Jon']",2025-02-01,2025/02/testosterone-replacement-therapy-for-male-hypogonadism.md,['Family Medicine'],['Family Medicine'],High,Adults,39964915,,4,True
Topical Corticosteroids for Treating Phimosis in Boys.,"['Qiu, Juan', 'Jiang, Dongsheng', 'Grine, Kristen']",2025-02-01,2025/02/topical-corticosteroids-for-treating-phimosis-in-boys.md,['Family Medicine'],['Family Medicine'],High,Adults,39964923,,4,True
Ultrasound- vs Landmark-Guided Steroid Injection for Carpal Tunnel Syndrome.,"['Stegall, Hendrik', 'Hall, Scott', 'Moreno, Laura Elizabeth']",2025-02-01,2025/02/ultrasound-vs-landmark-guided-steroid-injection-for-carpal-t.md,['Family Medicine'],['Family Medicine'],High,Adults,39964930,,4,True
"e-Cigarettes (Vaping) Can Help People Quit Smoking, Although the Effect May Decrease Over Time.","['Shaughnessy, Allen F']",2025-02-01,2025/02/e-cigarettes-vaping-can-help-people-quit-smoking-although-th.md,['Family Medicine'],['Family Medicine'],High,Adults,39964935,,4,True
ACG Guideline for Treatment of Helicobacter pylori Infection in Adults.,"['Barry, Henry C']",2025-03-01,2025/03/acg-guideline-for-treatment-of-helicobacter-pylori-infection.md,['Family Medicine'],['Family Medicine'],High,Adults,40106303,,5,True
Acute Bronchitis: Rapid Evidence Review.,"['Mulhem, Elie', 'Patalinghug, Erwin', 'Eraqi, Hany']",2025-03-01,2025/03/acute-bronchitis-rapid-evidence-review.md,"['Family Medicine', 'Infectious Disease', 'Antimicrobial Therapy', 'Pharmacology']",['Family Medicine'],High,Adults,40106287,,5,True
Acute Left Shoulder Pain After a Weight Lifting Injury.,"['McNeely, Michael R', 'Statkevich, Andrew P']",2025-03-01,2025/03/acute-left-shoulder-pain-after-a-weight-lifting-injury.md,['Family Medicine'],['Family Medicine'],High,Adults,40106297,,5,True
Alcohol-Associated Liver Disease: Guidelines From the American College of Gastroenterology.,"['Arnold, Michael J']",2025-03-01,2025/03/alcohol-associated-liver-disease-guidelines-from-the-america.md,['Family Medicine'],"['Family Medicine', 'Gastroenterology']",High,Adults,40106304,,5,True
Berdazimer (Zelsuvmi) for the Treatment of Molluscum Contagiosum.,"['Dabbs, William', 'Chamberlin, Shauntá']",2025-03-01,2025/03/berdazimer-zelsuvmi-for-the-treatment-of-molluscum-contagios.md,['Family Medicine'],['Family Medicine'],High,Adults,40106293,,5,True
Care of Infants and Children With Down Syndrome: Role of the Family Physician.,"['Bunt, Christopher W', 'Bunt, Stephanie K']",2025-03-01,2025/03/care-of-infants-and-children-with-down-syndrome-role-of-the.md,"['Screening', 'Obstetrics', 'Early Detection', 'Pregnancy', 'Maternal Health', 'Prevention', 'Family Medicine']",['Family Medicine'],High,Pediatric,40106290,,5,True
Caring for Adults With Intellectual Disabilities in the Community.,"['Johnson, Emily', 'Kripke, Clarissa C']",2025-03-01,2025/03/caring-for-adults-with-intellectual-disabilities-in-the-comm.md,['Family Medicine'],['Family Medicine'],High,Adults,40106295,,5,True
Chronic Pelvic Pain in Women: Evaluation and Treatment.,"['Meisenheimer, Erica S', 'Carnevale, Ann M']",2025-03-01,2025/03/chronic-pelvic-pain-in-women-evaluation-and-treatment.md,"['Psychiatry', 'Anxiety Disorders', 'Depression', 'Mental Health', 'Family Medicine']",['Family Medicine'],High,Adults,40106288,,5,True
Exercise Therapy for Chronic Low Back Pain.,"['Skully, Robert']",2025-03-01,2025/03/exercise-therapy-for-chronic-low-back-pain.md,['Family Medicine'],['Family Medicine'],High,Adults,40106279,,5,True
Exercise-Based Cardiac Rehabilitation for Adults With Heart Failure.,"['Bevan, Jeffrey', 'Lynch, Timothy K', 'Rey, Jeanmarie B']",2025-03-01,2025/03/exercise-based-cardiac-rehabilitation-for-adults-with-heart.md,['Family Medicine'],['Family Medicine'],High,Adults,40106285,,5,True
High-Flow Nasal Cannula Therapy for Infants With Bronchiolitis.,"['Paulus, Ryan', 'Mounsey, Anne', 'Roten, Wesley']",2025-03-01,2025/03/high-flow-nasal-cannula-therapy-for-infants-with-bronchiolit.md,['Family Medicine'],['Family Medicine'],High,Pediatric,40106286,,5,True
"In Older Adults With Type 2 Diabetes, GLP-1 Receptor Agonists Decrease Major Adverse Cardiovascular Events; SGLT-2 Inhibitors Prevent Heart Failure Hospitalizations.","['Barry, Henry C']",2025-03-01,2025/03/in-older-adults-with-type-2-diabetes-glp-1-receptor-agonists.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Geriatric,40106300,,5,True
Inconsistent Benefit vs Harm of Skeletal Muscle Relaxants for Chronic Pain Syndromes.,"['Slawson, David C']",2025-03-01,2025/03/inconsistent-benefit-vs-harm-of-skeletal-muscle-relaxants-fo.md,['Family Medicine'],['Family Medicine'],High,Adults,40106301,,5,True
Mineralocorticoid Receptor Antagonists Associated With Reductions in Hospitalizations and Death Among Patients With Heart Failure.,"['Speer, Linda']",2025-03-01,2025/03/mineralocorticoid-receptor-antagonists-associated-with-reduc.md,['Family Medicine'],['Family Medicine'],High,Adults,40106302,,5,True
Nicotine Electronic Cigarettes for Smoking Cessation.,"['Hunter, Isobel', 'Frasca, D Jason']",2025-03-01,2025/03/nicotine-electronic-cigarettes-for-smoking-cessation.md,['Family Medicine'],['Family Medicine'],High,Adults,40106284,,5,True
Pacifiers: Common Questions and Answers.,"['Garcia, David S', 'Garcia, Kara W']",2025-03-01,2025/03/pacifiers-common-questions-and-answers.md,"['Child Health', 'Family Medicine', 'Adolescent Medicine', 'Pediatrics']","['Family Medicine', 'Pediatrics']",High,Pediatric,40106289,,5,True
Pigmented Lesion on the Hard Palate.,"['Vinay, Keshavamurthy', 'Sharma, Apoorva', 'Gupta, Manavi']",2025-03-01,2025/03/pigmented-lesion-on-the-hard-palate.md,['Family Medicine'],['Family Medicine'],High,Adults,40106298,,5,True
Potential Downstream Harms of Routine Temperature Measurements in Well-Appearing Infants.,"['Mitchell, Meredith', 'Schefft, Matthew', 'Wolf, Elizabeth', 'Haskell, Helen', 'James, John']",2025-03-01,2025/03/potential-downstream-harms-of-routine-temperature-measuremen.md,['Family Medicine'],['Family Medicine'],High,Pediatric,40106296,,5,True
Predicting the Risk of Esophageal Adenocarcinoma in People With Barrett Esophagus.,"['Ebell, Mark H']",2025-03-01,2025/03/predicting-the-risk-of-esophageal-adenocarcinoma-in-people-w.md,['Family Medicine'],['Family Medicine'],High,Adults,40106299,,5,True
Prostate-Specific Antigen Testing in the Evaluation of Chronic Low Back Pain.,"['Rosenberg, Daniel']",2025-03-01,2025/03/prostate-specific-antigen-testing-in-the-evaluation-of-chron.md,['Family Medicine'],['Family Medicine'],High,Adults,40106280,,5,True
Temporal Artery Ultrasonography for the Diagnosis of Giant Cell Arteritis.,"['Thal, Karissa Allan', 'Starling, Amaal', 'Cohen, Fred']",2025-03-01,2025/03/temporal-artery-ultrasonography-for-the-diagnosis-of-giant-c.md,['Family Medicine'],['Family Medicine'],High,Adults,40106292,,5,True
The Empowerment of Consumers for Health: AI Accelerates a Long-Standing Trend.,"['Selanikio, Joel']",2025-03-01,2025/03/the-empowerment-of-consumers-for-health-ai-accelerates-a-lon.md,['Family Medicine'],['Family Medicine'],High,Adults,40106281,,5,True
The Evolution of Evidence-Based Medicine in American Family Physician.,"['Siwek, Jay', 'Ebell, Mark H', 'Shaughnessy, Allen F']",2025-03-01,2025/03/the-evolution-of-evidence-based-medicine-in-american-family.md,['Family Medicine'],['Family Medicine'],High,Adults,40106283,,5,True
The Pretravel Consultation.,"['Rupert, Jedda', 'Groh, Timothy', 'Allen, Rebecca']",2025-03-01,2025/03/the-pretravel-consultation.md,"['Immunization', 'Metabolic Disorders', 'Prevention', 'Vaccination', 'Infectious Disease', 'Antimicrobial Therapy', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Pharmacology']",['Family Medicine'],High,Adults,40106291,,5,True
Updates to Management of Adults With Chronic Kidney Disease.,"['Toth-Manikowski, Stephanie', 'Shaps, Howard', 'Danziger, John']",2025-03-01,2025/03/updates-to-management-of-adults-with-chronic-kidney-disease.md,['Family Medicine'],['Family Medicine'],High,Adults,40106282,,5,True
Zuranolone (Zurzuvae) for Treatment of Severe Postpartum Depression in Adults.,"['Fang, Serena', 'Sharifian, Roya', 'Cheng, Vivian', 'Neher, Jon O']",2025-03-01,2025/03/zuranolone-zurzuvae-for-treatment-of-severe-postpartum-depre.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,40106294,,5,True
Acute Migraine Headache: Treatment Strategies.,"['Wiley, Anna T', 'Watson, James C', 'Lehmann, Delaney N']",2025-04-01,2025/04/acute-migraine-headache-treatment-strategies.md,['Family Medicine'],['Family Medicine'],High,Adults,40238974,,5,True
"After 1 Year, Ultrasound-Guided Corticosteroid Injections Are Superior to Hyaluronic Acid Injections to Relieve Pain of Morton Neuroma.","['Barry, Henry C']",2025-04-01,2025/04/after-1-year-ultrasound-guided-corticosteroid-injections-are.md,['Family Medicine'],['Family Medicine'],High,Adults,40238985,,5,True
Artificial Intelligence Scribes Shape Health Care Delivery.,"['Blaseg, Elise', 'Huffstetler, Alison']",2025-04-01,2025/04/artificial-intelligence-scribes-shape-health-care-delivery.md,['Family Medicine'],['Family Medicine'],High,Adults,40238969,,5,True
CBT and Mindfulness Effective for Diabetic Peripheral Neuropathy.,"['Oshman, Lauren', 'Elafros, Melissa', 'Callaghan, Brian']",2025-04-01,2025/04/cbt-and-mindfulness-effective-for-diabetic-peripheral-neurop.md,['Family Medicine'],['Family Medicine'],High,Adults,40238965,,5,True
Case Report: An Unusual Cause of Headache in a Returning Traveler.,"['Gataric, Andrea', 'Nording, Mary Kay']",2025-04-01,2025/04/case-report-an-unusual-cause-of-headache-in-a-returning-trav.md,['Family Medicine'],['Family Medicine'],High,Adults,40238966,,5,True
"Chest Pain, Multivitamin Supplements, Knee Osteoarthritis, Alzheimer Dementia, Asthma.",[],2025-04-01,2025/04/chest-pain-multivitamin-supplements-knee-osteoarthritis-alzh.md,['Family Medicine'],['Family Medicine'],High,Adults,40238970,,5,True
Cognitive Behavior Therapy for Anxiety and Related Disorders in Older People.,"['Covey, Carlton J', 'Van Weezep, Jake']",2025-04-01,2025/04/cognitive-behavior-therapy-for-anxiety-and-related-disorders.md,"['Anxiety Disorders', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,40238972,,5,True
Cold Water Immersion for Muscle Soreness.,"['Cardon, Brock', 'Pulsipher, Tanner']",2025-04-01,2025/04/cold-water-immersion-for-muscle-soreness.md,['Family Medicine'],['Family Medicine'],High,Adults,40238979,,5,True
Common Questions About Buprenorphine Treatment for Opioid Use Disorder.,"['Tiemstra, Jeffrey D']",2025-04-01,2025/04/common-questions-about-buprenorphine-treatment-for-opioid-us.md,"['Psychiatry', 'Respiratory Disorders', 'Chronic Disease Management', 'Long-term Care', 'Depression', 'Mental Health', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Adults,40238975,,5,True
"Continued Beta Blocker Use After Acute MI Reduces Hospitalizations but Not Cardiovascular Death, Acute MI, or Stroke.","['Ebell, Mark H']",2025-04-01,2025/04/continued-beta-blocker-use-after-acute-mi-reduces-hospitaliz.md,['Family Medicine'],['Family Medicine'],High,Adults,40238984,,5,True
